ORDERID;CUSTOMERID;PRODUCTID;QUANTITY;ORDERDATE;PRODUCTID;PRODUCTNAME;PRICE
2472;1331;2187;5;2024/02/26;2187;Product_2187;866
2473;1128;2027;10;2024/11/01;2027;Product_2027;825
2474;1197;2161;7;2024/06/27;2161;Product_2161;667
2475;1111;2189;8;2023/06/15;2189;Product_2189;1620
2476;1138;2103;2;2024/09/30;2103;Product_2103;1029
2477;1333;2197;6;2023/10/18;2197;Product_2197;1222
2478;1215;2015;7;2024/11/01;2015;Product_2015;214
2479;1358;2049;10;2024/12/21;2049;Product_2049;1904
2480;1250;2189;3;2024/07/20;2189;Product_2189;1620
2481;1173;2136;4;2024/09/11;2136;Product_2136;887
2482;1024;2170;7;2024/05/14;2170;Product_2170;1145
2483;1285;2090;4;2023/01/08;2090;Product_2090;1662
2484;1049;2040;5;2023/05/22;2040;Product_2040;1257
2485;1284;2001;1;2024/04/26;2001;Product_2001;833
2486;1056;2065;4;2023/02/21;2065;Product_2065;13
2487;1106;2140;3;2023/12/27;2140;Product_2140;365
2488;1370;2150;3;2025/01/08;2150;Product_2150;1500
2489;1108;2114;9;2023/09/06;2114;Product_2114;986
2490;1181;2073;5;2024/06/10;2073;Product_2073;355
2491;1336;2154;5;2024/07/02;2154;Product_2154;1195
2492;1371;2080;4;2024/12/15;2080;Product_2080;707
2493;1258;2122;2;2023/10/09;2122;Product_2122;216
2494;1204;2152;9;2024/07/20;2152;Product_2152;251
2495;1194;2100;5;2024/12/03;2100;Product_2100;1995
2496;1268;2049;1;2023/01/13;2049;Product_2049;1904
2497;1298;2123;2;2024/09/25;2123;Product_2123;1584
2498;1111;2163;1;2024/01/01;2163;Product_2163;85
2499;1012;2054;4;2024/06/13;2054;Product_2054;620
2500;1345;2040;8;2024/03/12;2040;Product_2040;1257
2501;1112;2163;6;2024/04/12;2163;Product_2163;85
2502;1273;2190;7;2024/04/28;2190;Product_2190;1755
2503;1395;2178;1;2025/02/06;2178;Product_2178;1426
2504;1324;2068;6;2025/01/14;2068;Product_2068;1395
2505;1118;2141;10;2023/05/02;2141;Product_2141;1599
2506;1326;2076;4;2023/07/25;2076;Product_2076;861
2507;1278;2011;7;2024/07/10;2011;Product_2011;881
2508;1177;2131;1;2023/05/30;2131;Product_2131;784
2509;1304;2088;8;2023/03/23;2088;Product_2088;201
2510;1032;2114;3;2024/07/15;2114;Product_2114;986
2511;1008;2052;5;2023/08/15;2052;Product_2052;1691
2512;1366;2144;4;2023/12/07;2144;Product_2144;1284
2513;1336;2074;6;2024/06/23;2074;Product_2074;485
2514;1359;2163;7;2023/10/11;2163;Product_2163;85
2515;1211;2020;6;2024/03/05;2020;Product_2020;311
2516;1171;2128;5;2024/08/04;2128;Product_2128;28
2517;1364;2117;10;2024/05/06;2117;Product_2117;1427
2518;1216;2010;3;2023/12/26;2010;Product_2010;1864
2519;1219;2136;3;2024/04/20;2136;Product_2136;887
2520;1391;2168;7;2023/12/03;2168;Product_2168;1775
2521;1298;2081;10;2023/05/17;2081;Product_2081;1421
2522;1305;2070;5;2023/10/04;2070;Product_2070;1863
2523;1067;2076;1;2023/03/19;2076;Product_2076;861
2524;1082;2056;4;2024/07/24;2056;Product_2056;1158
2525;1189;2069;2;2023/12/06;2069;Product_2069;597
2526;1270;2063;7;2023/09/22;2063;Product_2063;794
2527;1033;2100;6;2023/07/05;2100;Product_2100;1995
2528;1052;2085;1;2024/10/25;2085;Product_2085;574
2529;1182;2070;10;2024/04/21;2070;Product_2070;1863
2530;1080;2036;1;2023/11/28;2036;Product_2036;1641
2531;1385;2119;2;2025/01/10;2119;Product_2119;541
2532;1148;2078;4;2024/09/24;2078;Product_2078;333
2533;1197;2044;6;2023/03/26;2044;Product_2044;148
2534;1376;2046;2;2024/12/07;2046;Product_2046;619
2535;1311;2082;4;2023/11/11;2082;Product_2082;500
2536;1376;2152;2;2023/11/03;2152;Product_2152;251
2537;1030;2088;2;2024/04/19;2088;Product_2088;201
2538;1259;2124;8;2023/09/17;2124;Product_2124;1315
2539;1261;2039;3;2023/03/12;2039;Product_2039;237
2540;1307;2047;9;2023/12/18;2047;Product_2047;255
2541;1106;2070;6;2023/10/03;2070;Product_2070;1863
2542;1353;2100;5;2024/08/15;2100;Product_2100;1995
2543;1112;2144;10;2023/10/05;2144;Product_2144;1284
2544;1186;2001;6;2024/04/23;2001;Product_2001;833
2545;1010;2017;6;2024/08/31;2017;Product_2017;1688
2546;1110;2142;6;2024/08/06;2142;Product_2142;634
2547;1209;2140;4;2023/06/14;2140;Product_2140;365
2548;1145;2157;3;2024/01/22;2157;Product_2157;654
2549;1156;2170;5;2025/02/09;2170;Product_2170;1145
2550;1207;2137;7;2023/09/24;2137;Product_2137;704
2551;1292;2144;6;2023/10/01;2144;Product_2144;1284
2552;1152;2002;1;2024/06/24;2002;Product_2002;1558
2553;1226;2133;2;2023/06/08;2133;Product_2133;75
2554;1032;2014;10;2023/12/13;2014;Product_2014;522
2555;1328;2180;9;2024/10/06;2180;Product_2180;1880
2556;1210;2020;2;2023/05/30;2020;Product_2020;311
2557;1174;2140;9;2023/06/05;2140;Product_2140;365
2558;1086;2147;2;2024/11/02;2147;Product_2147;1374
2559;1391;2193;9;2024/06/06;2193;Product_2193;1281
2560;1204;2148;8;2024/10/03;2148;Product_2148;774
2561;1005;2160;2;2023/03/07;2160;Product_2160;413
2562;1299;2199;9;2024/03/18;2199;Product_2199;1923
2563;1320;2014;7;2025/02/18;2014;Product_2014;522
2564;1209;2126;9;2024/09/18;2126;Product_2126;919
2565;1361;2139;10;2023/08/06;2139;Product_2139;720
2566;1365;2029;2;2023/10/17;2029;Product_2029;964
2567;1313;2110;10;2025/01/15;2110;Product_2110;1017
2568;1308;2008;8;2024/11/17;2008;Product_2008;811
2569;1146;2153;9;2023/08/14;2153;Product_2153;656
2570;1203;2129;1;2023/08/26;2129;Product_2129;1770
2571;1015;2180;3;2023/07/14;2180;Product_2180;1880
2572;1355;2171;2;2024/03/29;2171;Product_2171;76
2573;1129;2067;7;2023/05/08;2067;Product_2067;832
2574;1140;2039;5;2024/02/21;2039;Product_2039;237
2575;1027;2126;3;2023/08/28;2126;Product_2126;919
2576;1316;2064;8;2023/04/10;2064;Product_2064;742
2577;1256;2130;7;2023/08/01;2130;Product_2130;1193
2578;1114;2013;9;2024/08/08;2013;Product_2013;1186
2579;1394;2149;1;2024/12/28;2149;Product_2149;115
2580;1187;2117;1;2025/01/30;2117;Product_2117;1427
2581;1204;2179;8;2023/07/22;2179;Product_2179;154
2582;1150;2162;7;2024/12/24;2162;Product_2162;978
2583;1355;2169;5;2024/02/05;2169;Product_2169;430
2584;1165;2103;7;2024/09/06;2103;Product_2103;1029
2585;1010;2077;3;2025/02/11;2077;Product_2077;538
2586;1228;2011;10;2024/08/24;2011;Product_2011;881
2587;1382;2180;8;2023/01/16;2180;Product_2180;1880
2588;1203;2058;8;2023/08/03;2058;Product_2058;1767
2589;1298;2109;9;2024/09/26;2109;Product_2109;1382
2590;1209;2164;3;2023/04/09;2164;Product_2164;1260
2591;1217;2197;7;2024/10/05;2197;Product_2197;1222
2592;1190;2120;8;2024/07/15;2120;Product_2120;59
2593;1335;2148;4;2023/03/03;2148;Product_2148;774
2594;1352;2082;10;2024/01/04;2082;Product_2082;500
2595;1286;2050;2;2023/11/30;2050;Product_2050;1079
2596;1315;2040;2;2024/04/12;2040;Product_2040;1257
2597;1304;2180;7;2023/11/03;2180;Product_2180;1880
2598;1168;2018;7;2023/07/06;2018;Product_2018;1164
2599;1159;2021;10;2023/07/21;2021;Product_2021;657
2600;1145;2182;9;2024/09/13;2182;Product_2182;991
2601;1037;2130;7;2023/03/07;2130;Product_2130;1193
2602;1001;2197;7;2023/04/04;2197;Product_2197;1222
2603;1034;2092;10;2024/05/29;2092;Product_2092;1034
2604;1150;2083;2;2023/06/27;2083;Product_2083;1040
2605;1008;2074;1;2024/06/25;2074;Product_2074;485
2606;1029;2125;6;2023/01/29;2125;Product_2125;1552
2607;1027;2134;6;2024/01/27;2134;Product_2134;686
2608;1162;2023;8;2024/07/11;2023;Product_2023;1465
2609;1006;2138;5;2023/10/07;2138;Product_2138;1203
2610;1092;2070;3;2024/02/06;2070;Product_2070;1863
2611;1249;2015;10;2024/03/06;2015;Product_2015;214
2612;1021;2065;3;2024/01/10;2065;Product_2065;13
2613;1128;2066;8;2024/10/13;2066;Product_2066;1664
2614;1247;2103;7;2024/07/19;2103;Product_2103;1029
2615;1256;2093;4;2023/10/12;2093;Product_2093;915
2616;1266;2017;9;2024/06/26;2017;Product_2017;1688
2617;1157;2104;8;2024/02/26;2104;Product_2104;1680
2618;1225;2002;1;2024/09/19;2002;Product_2002;1558
2619;1029;2153;7;2025/02/25;2153;Product_2153;656
2620;1153;2070;7;2023/02/20;2070;Product_2070;1863
2621;1010;2148;6;2023/10/30;2148;Product_2148;774
2622;1003;2099;5;2024/12/24;2099;Product_2099;1674
2623;1230;2126;6;2023/04/19;2126;Product_2126;919
2624;1294;2094;5;2024/04/28;2094;Product_2094;404
2625;1022;2028;9;2024/02/22;2028;Product_2028;1691
2626;1078;2179;7;2024/05/02;2179;Product_2179;154
2627;1310;2191;8;2023/02/21;2191;Product_2191;609
2628;1337;2082;1;2024/01/29;2082;Product_2082;500
2629;1204;2071;9;2023/11/30;2071;Product_2071;317
2630;1299;2047;2;2024/02/05;2047;Product_2047;255
2631;1317;2134;1;2024/10/15;2134;Product_2134;686
2632;1393;2085;5;2024/10/09;2085;Product_2085;574
2633;1266;2090;6;2023/03/20;2090;Product_2090;1662
2634;1045;2163;6;2024/02/25;2163;Product_2163;85
2635;1247;2023;6;2024/08/28;2023;Product_2023;1465
2636;1052;2151;1;2025/02/13;2151;Product_2151;418
2637;1137;2049;4;2023/09/01;2049;Product_2049;1904
2638;1234;2002;8;2024/09/04;2002;Product_2002;1558
2639;1143;2100;2;2023/01/09;2100;Product_2100;1995
2640;1151;2149;2;2023/07/11;2149;Product_2149;115
2641;1096;2123;5;2023/06/01;2123;Product_2123;1584
2642;1221;2061;2;2023/11/20;2061;Product_2061;1595
2643;1179;2176;3;2023/05/20;2176;Product_2176;1407
2644;1272;2067;6;2023/07/05;2067;Product_2067;832
2645;1051;2164;8;2023/03/04;2164;Product_2164;1260
2646;1389;2065;9;2025/02/07;2065;Product_2065;13
2647;1044;2056;10;2023/02/01;2056;Product_2056;1158
2648;1162;2139;10;2023/07/31;2139;Product_2139;720
2649;1326;2101;10;2024/05/22;2101;Product_2101;1847
2650;1047;2173;10;2024/10/03;2173;Product_2173;1750
2651;1357;2143;5;2025/02/21;2143;Product_2143;1956
2652;1030;2100;1;2025/02/13;2100;Product_2100;1995
2653;1029;2135;7;2024/01/19;2135;Product_2135;1815
2654;1381;2087;7;2023/05/04;2087;Product_2087;767
2655;1341;2042;10;2024/04/11;2042;Product_2042;202
2656;1054;2094;2;2023/03/17;2094;Product_2094;404
2657;1175;2048;9;2023/11/28;2048;Product_2048;1270
2658;1392;2075;6;2024/07/10;2075;Product_2075;667
2659;1106;2069;5;2023/09/19;2069;Product_2069;597
2660;1183;2023;5;2023/07/08;2023;Product_2023;1465
2661;1163;2031;2;2023/05/13;2031;Product_2031;693
2662;1384;2078;1;2023/07/13;2078;Product_2078;333
2663;1297;2158;9;2024/05/27;2158;Product_2158;1690
2664;1063;2037;9;2024/03/04;2037;Product_2037;1351
2665;1114;2101;2;2023/03/17;2101;Product_2101;1847
2666;1065;2172;1;2023/03/04;2172;Product_2172;445
2667;1268;2123;9;2023/10/29;2123;Product_2123;1584
2668;1245;2179;10;2023/09/26;2179;Product_2179;154
2669;1014;2081;6;2024/03/22;2081;Product_2081;1421
2670;1279;2088;4;2024/04/19;2088;Product_2088;201
2671;1208;2041;6;2024/08/06;2041;Product_2041;725
2672;1143;2081;5;2024/10/29;2081;Product_2081;1421
2673;1291;2063;4;2023/10/26;2063;Product_2063;794
2674;1137;2071;8;2023/12/30;2071;Product_2071;317
2675;1039;2063;9;2023/11/22;2063;Product_2063;794
2676;1298;2172;4;2023/10/16;2172;Product_2172;445
2677;1105;2108;5;2023/07/23;2108;Product_2108;318
2678;1270;2101;8;2023/01/27;2101;Product_2101;1847
2679;1190;2194;8;2023/09/27;2194;Product_2194;1907
2680;1023;2074;6;2025/01/12;2074;Product_2074;485
2681;1370;2145;6;2023/05/25;2145;Product_2145;1337
2682;1229;2068;7;2023/07/29;2068;Product_2068;1395
2683;1181;2066;5;2023/04/07;2066;Product_2066;1664
2684;1260;2098;8;2024/08/04;2098;Product_2098;1617
2685;1352;2038;1;2023/04/03;2038;Product_2038;140
2686;1199;2198;6;2024/12/27;2198;Product_2198;554
2687;1237;2032;4;2023/09/19;2032;Product_2032;754
2688;1213;2132;10;2023/10/08;2132;Product_2132;1422
2689;1051;2191;6;2023/08/31;2191;Product_2191;609
2690;1397;2130;4;2023/07/28;2130;Product_2130;1193
2691;1114;2049;7;2023/03/09;2049;Product_2049;1904
2692;1119;2130;9;2023/10/04;2130;Product_2130;1193
2693;1129;2148;5;2024/09/17;2148;Product_2148;774
2694;1153;2143;8;2024/10/17;2143;Product_2143;1956
2695;1333;2105;6;2023/12/10;2105;Product_2105;1284
2696;1138;2074;3;2025/02/11;2074;Product_2074;485
2697;1311;2115;8;2023/12/04;2115;Product_2115;1585
2698;1264;2147;4;2024/01/13;2147;Product_2147;1374
2699;1192;2177;2;2023/06/09;2177;Product_2177;1766
2700;1195;2083;7;2023/06/22;2083;Product_2083;1040
2701;1168;2174;3;2023/05/24;2174;Product_2174;244
2702;1318;2067;5;2023/08/24;2067;Product_2067;832
2703;1076;2022;9;2024/12/15;2022;Product_2022;1587
2704;1238;2008;10;2023/02/10;2008;Product_2008;811
2705;1393;2059;8;2024/06/22;2059;Product_2059;1278
2706;1195;2070;7;2025/02/11;2070;Product_2070;1863
2707;1237;2126;4;2023/02/20;2126;Product_2126;919
2708;1042;2005;8;2024/05/05;2005;Product_2005;1146
2709;1114;2072;10;2024/02/29;2072;Product_2072;1042
2710;1112;2055;3;2024/01/04;2055;Product_2055;834
2711;1349;2179;5;2024/04/08;2179;Product_2179;154
2712;1031;2004;3;2023/06/27;2004;Product_2004;1996
2713;1059;2027;6;2024/07/01;2027;Product_2027;825
2714;1382;2144;5;2024/02/11;2144;Product_2144;1284
2715;1220;2087;8;2023/10/09;2087;Product_2087;767
2716;1055;2055;5;2024/01/15;2055;Product_2055;834
2717;1292;2120;10;2024/10/28;2120;Product_2120;59
2718;1333;2073;10;2023/04/12;2073;Product_2073;355
2719;1340;2083;9;2023/02/14;2083;Product_2083;1040
2720;1220;2021;4;2025/02/21;2021;Product_2021;657
2721;1040;2047;3;2023/06/03;2047;Product_2047;255
2722;1238;2155;8;2023/04/22;2155;Product_2155;1792
2723;1368;2001;5;2024/11/26;2001;Product_2001;833
2724;1252;2198;6;2024/03/26;2198;Product_2198;554
2725;1258;2034;4;2024/07/08;2034;Product_2034;13
2726;1337;2175;10;2023/01/21;2175;Product_2175;44
2727;1337;2030;1;2023/04/28;2030;Product_2030;225
2728;1329;2114;1;2023/01/02;2114;Product_2114;986
2729;1066;2083;10;2023/10/17;2083;Product_2083;1040
2730;1111;2101;6;2024/04/07;2101;Product_2101;1847
2731;1127;2016;2;2023/01/07;2016;Product_2016;1105
2732;1060;2141;10;2024/04/09;2141;Product_2141;1599
2733;1180;2170;8;2023/07/01;2170;Product_2170;1145
2734;1097;2018;8;2024/08/01;2018;Product_2018;1164
2735;1249;2010;9;2024/04/27;2010;Product_2010;1864
2736;1011;2070;5;2023/07/10;2070;Product_2070;1863
2737;1190;2015;10;2023/06/09;2015;Product_2015;214
2738;1294;2007;10;2023/03/15;2007;Product_2007;156
2739;1207;2153;5;2024/10/20;2153;Product_2153;656
2740;1089;2026;10;2023/10/21;2026;Product_2026;1299
2741;1198;2036;5;2024/05/28;2036;Product_2036;1641
2742;1171;2058;1;2023/08/16;2058;Product_2058;1767
2743;1216;2198;8;2023/12/20;2198;Product_2198;554
2744;1055;2029;1;2023/02/18;2029;Product_2029;964
2745;1283;2053;4;2024/12/14;2053;Product_2053;1746
2746;1364;2057;9;2023/02/15;2057;Product_2057;1152
2747;1399;2047;4;2025/02/11;2047;Product_2047;255
2748;1235;2019;6;2025/01/20;2019;Product_2019;1548
2749;1114;2141;5;2023/04/20;2141;Product_2141;1599
2750;1051;2040;5;2024/06/17;2040;Product_2040;1257
2751;1222;2135;6;2023/11/14;2135;Product_2135;1815
2752;1347;2154;7;2024/10/04;2154;Product_2154;1195
2753;1299;2010;10;2023/04/04;2010;Product_2010;1864
2754;1236;2052;6;2023/03/04;2052;Product_2052;1691
2755;1346;2148;6;2024/11/09;2148;Product_2148;774
2756;1146;2199;9;2024/07/06;2199;Product_2199;1923
2757;1265;2056;3;2024/09/22;2056;Product_2056;1158
2758;1053;2039;7;2024/06/23;2039;Product_2039;237
2759;1005;2060;3;2024/12/30;2060;Product_2060;103
2760;1126;2179;2;2023/10/01;2179;Product_2179;154
2761;1158;2079;10;2023/05/27;2079;Product_2079;705
2762;1389;2067;7;2024/07/02;2067;Product_2067;832
2763;1181;2066;3;2024/01/31;2066;Product_2066;1664
2764;1131;2056;2;2024/05/21;2056;Product_2056;1158
2765;1163;2079;5;2023/01/03;2079;Product_2079;705
2766;1146;2178;1;2024/11/24;2178;Product_2178;1426
2767;1217;2043;2;2023/02/03;2043;Product_2043;1947
2768;1170;2078;5;2023/07/02;2078;Product_2078;333
2769;1286;2138;8;2023/03/26;2138;Product_2138;1203
2770;1051;2163;7;2024/07/11;2163;Product_2163;85
2771;1241;2186;6;2023/09/12;2186;Product_2186;1266
2772;1346;2063;4;2023/02/19;2063;Product_2063;794
2773;1163;2096;7;2023/08/26;2096;Product_2096;958
2774;1389;2110;8;2024/12/16;2110;Product_2110;1017
2775;1008;2124;1;2024/11/25;2124;Product_2124;1315
2776;1370;2174;4;2023/09/13;2174;Product_2174;244
2777;1199;2096;3;2024/02/17;2096;Product_2096;958
2778;1043;2150;5;2023/05/10;2150;Product_2150;1500
2779;1318;2101;3;2023/08/24;2101;Product_2101;1847
2780;1293;2088;3;2024/07/24;2088;Product_2088;201
2781;1010;2035;7;2024/04/08;2035;Product_2035;1051
2782;1230;2095;2;2024/08/18;2095;Product_2095;1627
2783;1120;2197;7;2023/04/08;2197;Product_2197;1222
2784;1269;2017;3;2023/11/18;2017;Product_2017;1688
2785;1208;2029;7;2024/03/19;2029;Product_2029;964
2786;1164;2050;9;2023/03/23;2050;Product_2050;1079
2787;1173;2138;7;2024/02/11;2138;Product_2138;1203
2788;1234;2200;3;2023/03/05;2200;Product_2200;330
2789;1017;2200;2;2024/10/14;2200;Product_2200;330
2790;1321;2164;9;2025/01/05;2164;Product_2164;1260
2791;1108;2141;6;2024/07/07;2141;Product_2141;1599
2792;1240;2106;10;2023/02/28;2106;Product_2106;1435
2793;1166;2200;2;2024/01/20;2200;Product_2200;330
2794;1033;2071;7;2023/11/18;2071;Product_2071;317
2795;1045;2061;10;2023/03/23;2061;Product_2061;1595
2796;1398;2152;10;2024/02/12;2152;Product_2152;251
2797;1068;2160;3;2023/11/22;2160;Product_2160;413
2798;1241;2109;3;2024/11/12;2109;Product_2109;1382
2799;1360;2102;1;2024/04/18;2102;Product_2102;252
2800;1207;2085;3;2025/02/26;2085;Product_2085;574
2801;1392;2199;7;2023/07/14;2199;Product_2199;1923
2802;1001;2005;6;2024/03/14;2005;Product_2005;1146
2803;1300;2043;9;2025/02/03;2043;Product_2043;1947
2804;1216;2161;5;2025/02/11;2161;Product_2161;667
2805;1182;2108;3;2023/07/17;2108;Product_2108;318
2806;1243;2109;8;2023/03/09;2109;Product_2109;1382
2807;1376;2009;6;2023/12/27;2009;Product_2009;342
2808;1196;2078;3;2024/07/24;2078;Product_2078;333
2809;1301;2088;7;2023/03/15;2088;Product_2088;201
2810;1019;2049;5;2025/02/22;2049;Product_2049;1904
2811;1121;2040;7;2023/03/10;2040;Product_2040;1257
2812;1111;2089;9;2025/01/02;2089;Product_2089;1466
2813;1263;2039;9;2025/02/27;2039;Product_2039;237
2814;1285;2120;8;2024/04/17;2120;Product_2120;59
2815;1284;2009;1;2023/09/26;2009;Product_2009;342
2816;1292;2017;5;2023/06/15;2017;Product_2017;1688
2817;1230;2177;4;2023/01/15;2177;Product_2177;1766
2818;1124;2130;2;2025/01/15;2130;Product_2130;1193
2819;1365;2032;10;2025/02/09;2032;Product_2032;754
2820;1153;2099;4;2023/12/28;2099;Product_2099;1674
2821;1051;2103;6;2024/12/19;2103;Product_2103;1029
2822;1121;2111;9;2023/10/19;2111;Product_2111;313
2823;1060;2093;4;2024/04/04;2093;Product_2093;915
2824;1006;2083;1;2023/03/30;2083;Product_2083;1040
2825;1235;2166;2;2023/12/19;2166;Product_2166;1607
2826;1258;2072;6;2024/12/07;2072;Product_2072;1042
2827;1228;2166;3;2024/12/21;2166;Product_2166;1607
2828;1249;2176;10;2025/02/28;2176;Product_2176;1407
2829;1075;2109;10;2024/10/27;2109;Product_2109;1382
2830;1188;2035;5;2023/12/22;2035;Product_2035;1051
2831;1064;2179;3;2023/03/02;2179;Product_2179;154
2832;1160;2180;10;2023/11/05;2180;Product_2180;1880
2833;1384;2151;2;2024/05/13;2151;Product_2151;418
2834;1109;2158;8;2024/03/27;2158;Product_2158;1690
2835;1313;2191;10;2024/10/20;2191;Product_2191;609
2836;1290;2181;7;2025/01/17;2181;Product_2181;244
2837;1368;2092;3;2024/02/24;2092;Product_2092;1034
2838;1189;2016;1;2023/04/27;2016;Product_2016;1105
2839;1127;2011;3;2023/09/23;2011;Product_2011;881
2840;1150;2175;6;2023/10/03;2175;Product_2175;44
2841;1326;2003;10;2024/10/07;2003;Product_2003;1398
2842;1061;2024;1;2023/06/17;2024;Product_2024;1290
2843;1094;2121;5;2023/07/31;2121;Product_2121;397
2844;1168;2073;1;2024/06/01;2073;Product_2073;355
2845;1038;2082;1;2024/08/08;2082;Product_2082;500
2846;1119;2076;6;2023/11/03;2076;Product_2076;861
2847;1017;2021;3;2024/12/22;2021;Product_2021;657
2848;1281;2023;1;2023/10/31;2023;Product_2023;1465
2849;1339;2151;1;2024/12/24;2151;Product_2151;418
2850;1392;2076;8;2024/04/18;2076;Product_2076;861
2851;1400;2119;3;2024/05/29;2119;Product_2119;541
2852;1023;2161;10;2024/05/22;2161;Product_2161;667
2853;1131;2011;10;2024/11/08;2011;Product_2011;881
2854;1192;2012;2;2023/10/15;2012;Product_2012;129
2855;1173;2099;6;2025/01/10;2099;Product_2099;1674
2856;1162;2169;9;2023/07/05;2169;Product_2169;430
2857;1268;2158;10;2024/01/24;2158;Product_2158;1690
2858;1250;2032;4;2024/05/10;2032;Product_2032;754
2859;1052;2146;5;2024/10/02;2146;Product_2146;1074
2860;1023;2098;3;2024/10/05;2098;Product_2098;1617
2861;1108;2096;5;2023/07/19;2096;Product_2096;958
2862;1218;2058;3;2023/01/30;2058;Product_2058;1767
2863;1100;2195;2;2024/08/06;2195;Product_2195;1015
2864;1255;2108;5;2023/08/12;2108;Product_2108;318
2865;1318;2002;7;2023/04/10;2002;Product_2002;1558
2866;1046;2118;10;2023/10/19;2118;Product_2118;328
2867;1159;2015;7;2023/12/22;2015;Product_2015;214
2868;1079;2005;6;2023/10/22;2005;Product_2005;1146
2869;1102;2016;5;2024/11/27;2016;Product_2016;1105
2870;1200;2200;5;2024/07/31;2200;Product_2200;330
2871;1241;2059;5;2024/04/27;2059;Product_2059;1278
